date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:07:04	15996/15996	---M-Z	200	added ('OK')	application/javascript	etag:%2246c431698c32ad9de6544f19dadad840-ssl%22	https://d4builds.gg/e0b021d8be46ca5a7553d19fa1a1596dc3b9ba7f-04fe9e45792dc57b1e32.js	C:/My%20Web%20Sites/cloning/d4builds.gg/e0b021d8be46ca5a7553d19fa1a1596dc3b9ba7f-04fe9e45792dc57b1e32.js	(from https://d4builds.gg/)
16:07:05	40936/40936	---M-Z	200	added ('OK')	application/javascript	etag:%226516f764d7ba68943109c6fff4acd7f6-ssl%22	https://d4builds.gg/6714793227db98349cce3bdb75b63f41ce186f27-a296d160b669206a65d5.js	C:/My%20Web%20Sites/cloning/d4builds.gg/6714793227db98349cce3bdb75b63f41ce186f27-a296d160b669206a65d5.js	(from https://d4builds.gg/)
16:07:06	34328/34328	---M-Z	200	added ('OK')	application/javascript	etag:%2243c885c492e2387da4ea91db86a349ec-ssl%22	https://d4builds.gg/1ce908e91af5193d783e2855d13329028e54e324-0aae27ab97e38b4dd0fb.js	C:/My%20Web%20Sites/cloning/d4builds.gg/1ce908e91af5193d783e2855d13329028e54e324-0aae27ab97e38b4dd0fb.js	(from https://d4builds.gg/)
16:07:06	25443/25443	---M-Z	200	added ('OK')	application/javascript	etag:%229cdc6904576176f131fe180a087af60a-ssl%22	https://d4builds.gg/component---src-templates-homepage-js-a3aad51e30abf6a7d896.js	C:/My%20Web%20Sites/cloning/d4builds.gg/component---src-templates-homepage-js-a3aad51e30abf6a7d896.js	(from https://d4builds.gg/)
16:07:07	257488/257488	---M-Z	200	added ('OK')	application/json	etag:%22fa1e6487bd0eb01989b5674604d75a1a-ssl-df%22	https://d4builds.gg/page-data/index/page-data.json	C:/My%20Web%20Sites/cloning/d4builds.gg/page-data/index/page-data.json	(from https://d4builds.gg/)
16:07:08	56/56	---M--	200	added ('OK')	application/json	etag:%221cf2526ab7486b278d8020162acb0e3c-ssl%22	https://d4builds.gg/page-data/sq/d/3649515864.json	C:/My%20Web%20Sites/cloning/d4builds.gg/page-data/sq/d/3649515864.json	(from https://d4builds.gg/)
16:07:08	94/94	---M--	200	added ('OK')	application/json	etag:%22e85b696a12dee66bc5a8e6d1f168521c-ssl%22	https://d4builds.gg/page-data/sq/d/63159454.json	C:/My%20Web%20Sites/cloning/d4builds.gg/page-data/sq/d/63159454.json	(from https://d4builds.gg/)
16:07:09	50/50	---M--	200	added ('OK')	application/json	etag:%222866d35303b151aca136d165225f8e0e-ssl%22	https://d4builds.gg/page-data/app-data.json	C:/My%20Web%20Sites/cloning/d4builds.gg/page-data/app-data.json	(from https://d4builds.gg/)
16:07:11	15916/15916	---M--	200	added ('OK')	image/png	etag:%2293283b5492fbc8b76cda6014d0c130ca%22	https://rerollcdn.com/DIABLO4/Classes/1/barbarian.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/Classes/1/barbarian.png	(from https://d4builds.gg/)
16:07:11	388916/388916	---MCZ	200	added ('OK')	text/html	etag:%22323c66426d5b86fd8969d937fa313655-ssl-df%22	https://d4builds.gg/my-builds/	C:/My%20Web%20Sites/cloning/d4builds.gg/my-builds/index.html	(from https://d4builds.gg/)
16:07:11	391482/391482	---MCZ	200	added ('OK')	text/html	etag:%22bd2c6ad356410122890912616927e1cb-ssl-df%22	https://d4builds.gg/skill-trees/	C:/My%20Web%20Sites/cloning/d4builds.gg/skill-trees/index.html	(from https://d4builds.gg/)
16:07:12	398239/398239	---MCZ	200	added ('OK')	text/html	etag:%22eeb343ffa68db58952a158232b6d0aa4-ssl-df%22	https://d4builds.gg/build-planner/	C:/My%20Web%20Sites/cloning/d4builds.gg/build-planner/index.html	(from https://d4builds.gg/)
16:07:14	19318/19318	---M--	200	added ('OK')	image/png	etag:%2219e361ad651e0e1853b83297b864202c%22	https://rerollcdn.com/DIABLO4/Classes/1/druid.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/Classes/1/druid.png	(from https://d4builds.gg/)
16:07:14	759347/759347	---MCZ	200	added ('OK')	text/html	etag:%22a23e20e0c99cd6079fb21847f09607b4-ssl-df%22	https://d4builds.gg/database/class-skills/	C:/My%20Web%20Sites/cloning/d4builds.gg/database/class-skills/index.html	(from https://d4builds.gg/)
16:07:15	457605/457605	---MCZ	200	added ('OK')	text/html	etag:%2253cf0019d13bd4a006c4dfac5abd45a2-ssl-df%22	https://d4builds.gg/database/uniques/	C:/My%20Web%20Sites/cloning/d4builds.gg/database/uniques/index.html	(from https://d4builds.gg/)
16:07:15	547960/547960	---MCZ	200	added ('OK')	text/html	etag:%229cc0e3ae622463cbe47db865cd2e4535-ssl-df%22	https://d4builds.gg/database/legendary-aspects/	C:/My%20Web%20Sites/cloning/d4builds.gg/database/legendary-aspects/index.html	(from https://d4builds.gg/)
16:07:16	421406/421406	---MCZ	200	added ('OK')	text/html	etag:%2252f8c10ee183546030004b3eedc79c69-ssl-df%22	https://d4builds.gg/database/paragon-boards/	C:/My%20Web%20Sites/cloning/d4builds.gg/database/paragon-boards/index.html	(from https://d4builds.gg/)
16:07:16	22956/22956	---M--	200	added ('OK')	image/png	etag:%22c6301d6b328422e3fa44d12734535d86%22	https://rerollcdn.com/DIABLO4/Classes/1/necromancer.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/Classes/1/necromancer.png	(from https://d4builds.gg/)
16:07:16	479639/479639	---M-Z	200	added ('OK')	text/html	etag:%225c486524f16111177eb74bf37840dc44-ssl-df%22	https://d4builds.gg/database/paragon-glyphs/	C:/My%20Web%20Sites/cloning/d4builds.gg/database/paragon-glyphs/index.html	(from https://d4builds.gg/)
16:07:17	18531/18531	---M--	200	added ('OK')	image/png	etag:%228b908553064834c3120c1425f7d4a472%22	https://rerollcdn.com/DIABLO4/Classes/1/rogue.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/Classes/1/rogue.png	(from https://d4builds.gg/)
16:07:17	17845/17845	---M--	200	added ('OK')	image/png	etag:%229f58a7a9882c80dd735395788c242e72%22	https://rerollcdn.com/DIABLO4/Classes/1/sorcerer.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/Classes/1/sorcerer.png	(from https://d4builds.gg/)
16:07:18	82579/82579	---M-Z	200	added ('OK')	application/javascript	etag:%22cd09b7140222fbcca400f64b6112eec7-ssl-df%22	https://d4builds.gg/polyfill-03a8b08ecd7b3de01ab1.js	C:/My%20Web%20Sites/cloning/d4builds.gg/polyfill-03a8b08ecd7b3de01ab1.js	(from https://d4builds.gg/)
16:07:19	15052/15052	---M-Z	200	added ('OK')	application/javascript	etag:%22554963ad7c1672a7837d01f498c99b7d-ssl%22	https://d4builds.gg/component---src-templates-my-builds-js-5f519c888d9e64266846.js	C:/My%20Web%20Sites/cloning/d4builds.gg/component---src-templates-my-builds-js-5f519c888d9e64266846.js	(from https://d4builds.gg/my-builds/)
16:07:20	222870/222870	---M-Z	200	added ('OK')	application/json	etag:%2255a6ff5f0bd612672064f6b105e3bc65-ssl-df%22	https://d4builds.gg/page-data/my-builds/page-data.json	C:/My%20Web%20Sites/cloning/d4builds.gg/page-data/my-builds/page-data.json	(from https://d4builds.gg/my-builds/)
16:07:21	409357/409357	---MCZ	200	added ('OK')	text/html	etag:%222cce9c9ded8cbc135681aac42f3866df-ssl-df%22	https://d4builds.gg/privacy/	C:/My%20Web%20Sites/cloning/d4builds.gg/privacy/index.html	(from https://d4builds.gg/)
16:07:21	29105/29105	---M-Z	200	added ('OK')	application/javascript	etag:%2259beaabfd3689ba272db38dde18c0e3c-ssl-df%22	https://d4builds.gg/5126e4d862026217598c23201610573ed2d8397f-ce69ac99851f07d21296.js	C:/My%20Web%20Sites/cloning/d4builds.gg/5126e4d862026217598c23201610573ed2d8397f-ce69ac99851f07d21296.js	(from https://d4builds.gg/build-planner/)
16:07:23	49338/49338	---MCZ	200	added ('OK')	application/javascript	etag:%225d1188f3971e010040f8db29bb90f192-ssl-df%22	https://d4builds.gg/c789e518cfc51c5df779a18eb493eab12e2ede11-85c84600f4646f1f0dec.js	C:/My%20Web%20Sites/cloning/d4builds.gg/c789e518cfc51c5df779a18eb493eab12e2ede11-85c84600f4646f1f0dec.js	(from https://d4builds.gg/build-planner/)
16:07:23	41497/41497	---M-Z	200	added ('OK')	application/javascript	etag:%22822d81bab9e8ab3c9db2143cc04d8060-ssl%22	https://d4builds.gg/component---src-templates-build-planner-js-5fc4babfe9bd0bbaa525.js	C:/My%20Web%20Sites/cloning/d4builds.gg/component---src-templates-build-planner-js-5fc4babfe9bd0bbaa525.js	(from https://d4builds.gg/build-planner/)
16:07:24	4511/4511	---M--	200	added ('OK')	image/png	etag:%2200c122014a8537ec41803919e3257693%22	https://rerollcdn.com/DIABLO4/UI/gear_skills.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/UI/gear_skills.png	(from https://d4builds.gg/build-planner/)
16:07:24	4966/4966	---M--	200	added ('OK')	image/png	etag:%22e20b042c92ea4c3abcf0c50951495e5c%22	https://rerollcdn.com/DIABLO4/UI/skill_tree.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/UI/skill_tree.png	(from https://d4builds.gg/build-planner/)
16:07:24	2117889/2117889	---M-Z	200	added ('OK')	application/json	etag:%22665ec0aeb79917427ecbc2ef9c60ee66-ssl-df%22	https://d4builds.gg/page-data/build-planner/page-data.json	C:/My%20Web%20Sites/cloning/d4builds.gg/page-data/build-planner/page-data.json	(from https://d4builds.gg/build-planner/)
16:07:25	5770/5770	---M--	200	added ('OK')	image/png	etag:%22fdbed44a4d172afc620ab9af8288d3c4%22	https://rerollcdn.com/DIABLO4/UI/paragon.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/UI/paragon.png	(from https://d4builds.gg/build-planner/)
16:07:25	4613/4613	---M--	200	added ('OK')	image/png	etag:%22472c5920419d73cb2ee99674494d9e90%22	https://rerollcdn.com/DIABLO4/Uniques/helm.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/Uniques/helm.png	(from https://d4builds.gg/build-planner/)
16:07:25	5774/5774	---M--	200	added ('OK')	image/png	etag:%227d3a6112c318b7709b7eca478a177b64%22	https://rerollcdn.com/DIABLO4/Uniques/chest_armor.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/Uniques/chest_armor.png	(from https://d4builds.gg/build-planner/)
16:07:25	4851/4851	---M--	200	added ('OK')	image/png	etag:%22cd796c96a184cde130fbe6b6c90ad4c5%22	https://rerollcdn.com/DIABLO4/Uniques/gloves.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/Uniques/gloves.png	(from https://d4builds.gg/build-planner/)
16:07:25	5549/5549	---M--	200	added ('OK')	image/png	etag:%22deee9ecf277add7c74965cb197bbacb4%22	https://rerollcdn.com/DIABLO4/Uniques/pants.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/Uniques/pants.png	(from https://d4builds.gg/build-planner/)
16:07:26	5285/5285	---M--	200	added ('OK')	image/png	etag:%226b929cfd46a85edca27df029f3045d4f%22	https://rerollcdn.com/DIABLO4/Uniques/boots.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/Uniques/boots.png	(from https://d4builds.gg/build-planner/)
16:07:26	2833/2833	---M--	200	added ('OK')	image/png	etag:%221516e6a2a74c8d123e29d52aee473cdd%22	https://rerollcdn.com/DIABLO4/Uniques/bludgeoning_weapon.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/Uniques/bludgeoning_weapon.png	(from https://d4builds.gg/build-planner/)
16:07:26	3610/3610	---M--	200	added ('OK')	image/png	etag:%2223125320dc1d9d5af74e74af25992d99%22	https://rerollcdn.com/DIABLO4/Uniques/dual-wield_weapon_1.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/Uniques/dual-wield_weapon_1.png	(from https://d4builds.gg/build-planner/)
16:07:26	4106/4106	---M--	200	added ('OK')	image/png	etag:%22f100d87be573060117d58b9980485b37%22	https://rerollcdn.com/DIABLO4/Uniques/amulet.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/Uniques/amulet.png	(from https://d4builds.gg/build-planner/)
16:07:27	5398/5398	---M--	200	added ('OK')	image/png	etag:%225e736bd676b23c03d5986403998d6401%22	https://rerollcdn.com/DIABLO4/Uniques/ring_1.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/Uniques/ring_1.png	(from https://d4builds.gg/build-planner/)
16:07:27	5398/5398	---M--	200	added ('OK')	image/png	etag:%225e736bd676b23c03d5986403998d6401%22	https://rerollcdn.com/DIABLO4/Uniques/ring_2.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/Uniques/ring_2.png	(from https://d4builds.gg/build-planner/)
16:07:27	3390/3390	---M--	200	added ('OK')	image/png	etag:%227cb20d9432bb3c9129af3fd5a9c5fb66%22	https://rerollcdn.com/DIABLO4/Uniques/slashing_weapon.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/Uniques/slashing_weapon.png	(from https://d4builds.gg/build-planner/)
16:07:27	3610/3610	---M--	200	added ('OK')	image/png	etag:%2223125320dc1d9d5af74e74af25992d99%22	https://rerollcdn.com/DIABLO4/Uniques/dual-wield_weapon_2.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/Uniques/dual-wield_weapon_2.png	(from https://d4builds.gg/build-planner/)
16:07:28	31523/31523	---M--	200	added ('OK')	image/png	etag:%227962bf688182fc2ac7673c1afcd02607%22	https://rerollcdn.com/DIABLO4/UI/empty_skill.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/UI/empty_skill.png	(from https://d4builds.gg/build-planner/)
16:07:29	6501/6501	---M-Z	200	added ('OK')	application/javascript	etag:%22fa19a58bed0fe83355599c28e7fd0b45-ssl%22	https://d4builds.gg/component---src-templates-skill-trees-landing-js-58d4c11dede9db4a0d05.js	C:/My%20Web%20Sites/cloning/d4builds.gg/component---src-templates-skill-trees-landing-js-58d4c11dede9db4a0d05.js	(from https://d4builds.gg/skill-trees/)
16:07:29	194/194	---M--	200	added ('OK')	application/json	etag:%228e302381483280be8b788f6bdcdfb519-ssl%22	https://d4builds.gg/page-data/skill-trees/page-data.json	C:/My%20Web%20Sites/cloning/d4builds.gg/page-data/skill-trees/page-data.json	(from https://d4builds.gg/skill-trees/)
16:07:31	21444/21444	---M-Z	200	added ('OK')	application/javascript	etag:%2266e496b92654ce5fd9d0ca6d329005eb-ssl%22	https://d4builds.gg/component---src-templates-skills-js-e23640a32f9039e5e3f7.js	C:/My%20Web%20Sites/cloning/d4builds.gg/component---src-templates-skills-js-e23640a32f9039e5e3f7.js	(from https://d4builds.gg/database/class-skills/)
16:07:32	494096/494096	---MCZ	200	added ('OK')	text/html	etag:%22e6bd591038db80f0186d28004f52e32d-ssl-df%22	https://d4builds.gg/skill-trees/necromancer/	C:/My%20Web%20Sites/cloning/d4builds.gg/skill-trees/necromancer/index.html	(from https://d4builds.gg/skill-trees/)
16:07:32	504510/504510	---MCZ	200	added ('OK')	text/html	etag:%2268b6432d059a29aa8ee71752b12921e0-ssl-df%22	https://d4builds.gg/skill-trees/barbarian/	C:/My%20Web%20Sites/cloning/d4builds.gg/skill-trees/barbarian/index.html	(from https://d4builds.gg/skill-trees/)
16:07:33	516352/516352	---MCZ	200	added ('OK')	text/html	etag:%22a03dc1eb23f9d774fd1b5947677e6c98-ssl-df%22	https://d4builds.gg/skill-trees/druid/	C:/My%20Web%20Sites/cloning/d4builds.gg/skill-trees/druid/index.html	(from https://d4builds.gg/skill-trees/)
16:07:33	134081/134081	---M-Z	200	added ('OK')	application/json	etag:%22ee3be7689304b63a9462b505968f3d83-ssl-df%22	https://d4builds.gg/page-data/database/class-skills/page-data.json	C:/My%20Web%20Sites/cloning/d4builds.gg/page-data/database/class-skills/page-data.json	(from https://d4builds.gg/database/class-skills/)
16:07:33	504285/504285	---M-Z	200	added ('OK')	text/html	etag:%2218c8651ef80fbf83a9c191e32efc795b-ssl-df%22	https://d4builds.gg/skill-trees/rogue/	C:/My%20Web%20Sites/cloning/d4builds.gg/skill-trees/rogue/index.html	(from https://d4builds.gg/skill-trees/)
16:07:34	2100/2100	---M--	200	added ('OK')	image/png	etag:%22448fd06b144af84067dfe3659b5c791c%22	https://rerollcdn.com/DIABLO4/Elements/physical.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/Elements/physical.png	(from https://d4builds.gg/database/class-skills/)
16:07:34	510568/510568	---MCZ	200	added ('OK')	text/html	etag:%22309f026d2b3eacbd4aaed6f604bd93a6-ssl-df%22	https://d4builds.gg/skill-trees/sorcerer/	C:/My%20Web%20Sites/cloning/d4builds.gg/skill-trees/sorcerer/index.html	(from https://d4builds.gg/skill-trees/)
16:07:34	1648/1648	---M--	200	added ('OK')	image/png	etag:%2243e2085ab32201622b7fccf6b3addfca%22	https://rerollcdn.com/DIABLO4/Elements/lightning.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/Elements/lightning.png	(from https://d4builds.gg/database/class-skills/)
16:07:35	2376/2376	---M--	200	added ('OK')	image/png	etag:%223843bdb74f35553e65a771f445259e3e%22	https://rerollcdn.com/DIABLO4/Elements/poison.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/Elements/poison.png	(from https://d4builds.gg/database/class-skills/)
16:07:36	2422/2422	---M--	200	added ('OK')	image/png	etag:%221b2f816d336e3ecf39516c93b9f6546f%22	https://rerollcdn.com/DIABLO4/Elements/shadow.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/Elements/shadow.png	(from https://d4builds.gg/database/class-skills/)
16:07:36	2028/2028	---M--	200	added ('OK')	image/png	etag:%2214dbc1595abd500b540dd6bf3ee3c92d%22	https://rerollcdn.com/DIABLO4/Elements/fire.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/Elements/fire.png	(from https://d4builds.gg/database/class-skills/)
16:07:37	2651/2651	---M--	200	added ('OK')	image/png	etag:%22323b2d8bd6617850dd5eb9d0287d8942%22	https://rerollcdn.com/DIABLO4/Elements/cold.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/Elements/cold.png	(from https://d4builds.gg/database/class-skills/)
16:07:38	16200/16200	---M-Z	200	added ('OK')	application/javascript	etag:%220386f9ef7daa6b691d92fd2f9141d35a-ssl%22	https://d4builds.gg/component---src-templates-uniques-js-92e4df6fa0e3096dd8ed.js	C:/My%20Web%20Sites/cloning/d4builds.gg/component---src-templates-uniques-js-92e4df6fa0e3096dd8ed.js	(from https://d4builds.gg/database/uniques/)
16:07:39	28677/28677	---M-Z	200	added ('OK')	application/json	etag:%224327dcf3d0e089ad46e67b8baab25310-ssl%22	https://d4builds.gg/page-data/database/uniques/page-data.json	C:/My%20Web%20Sites/cloning/d4builds.gg/page-data/database/uniques/page-data.json	(from https://d4builds.gg/database/uniques/)
16:07:40	16328/16328	---M-Z	200	added ('OK')	application/javascript	etag:%226cb913ebccb7c7f9a27e2b692fc5212c-ssl%22	https://d4builds.gg/component---src-templates-codexes-js-22aa51ad6c32dbb33e2b.js	C:/My%20Web%20Sites/cloning/d4builds.gg/component---src-templates-codexes-js-22aa51ad6c32dbb33e2b.js	(from https://d4builds.gg/database/legendary-aspects/)
16:07:41	60514/60514	---M-Z	200	added ('OK')	application/json	etag:%2262a06dd1b3eea7cd308888456f52ab47-ssl%22	https://d4builds.gg/page-data/database/legendary-aspects/page-data.json	C:/My%20Web%20Sites/cloning/d4builds.gg/page-data/database/legendary-aspects/page-data.json	(from https://d4builds.gg/database/legendary-aspects/)
16:07:42	15863/15863	---M-Z	200	added ('OK')	application/javascript	etag:%225b5cb8bf3fe5f951d65280c15a1469ca-ssl-df%22	https://d4builds.gg/d96db347eeb481e915d6aa346e7e430c6a003205-6d943ca5df1db08d6a96.js	C:/My%20Web%20Sites/cloning/d4builds.gg/d96db347eeb481e915d6aa346e7e430c6a003205-6d943ca5df1db08d6a96.js	(from https://d4builds.gg/database/paragon-boards/)
16:07:42	1701/1701	---M-Z	200	added ('OK')	application/javascript	etag:%22ce27547fcbfcf02ad5d18b232bdb561f-ssl%22	https://d4builds.gg/component---src-templates-paragon-boards-js-b9484ab98252965ba0ff.js	C:/My%20Web%20Sites/cloning/d4builds.gg/component---src-templates-paragon-boards-js-b9484ab98252965ba0ff.js	(from https://d4builds.gg/database/paragon-boards/)
16:07:43	9263/9263	---M-Z	200	added ('OK')	application/json	etag:%22bb1612ec72230e4c69a015ce76ccb7e3-ssl%22	https://d4builds.gg/page-data/database/paragon-boards/page-data.json	C:/My%20Web%20Sites/cloning/d4builds.gg/page-data/database/paragon-boards/page-data.json	(from https://d4builds.gg/database/paragon-boards/)
16:07:43	10237/10237	---M--	200	added ('OK')	image/png	etag:%226773807a0377639ed4e6479b688ae917%22	https://rerollcdn.com/DIABLO4/Paragon/2/Barbarian_active.png	C:/My%20Web%20Sites/cloning/rerollcdn.com/DIABLO4/Paragon/2/Barbarian_active.png	(from https://d4builds.gg/database/paragon-boards/)
